loan_id,age,gender,education,employment_status,employment_years,dependents,applicant_income,coapplicant_income,total_income,loan_amount,loan_term_months,credit_score,existing_emis,monthly_obligations,dti_ratio,collateral_value,loan_to_value,property_area,loan_status
LN002732,42,Male,Not Graduate,Salaried,14.0,1,53957,0.0,53957,213361,60,,3,20155,5.2733,120618.0,1.7689,Semiurban,Rejected
LN002733,48,Male,Graduate,Salaried,10.0,0,44790,35808.0,80598,187393,360,732.0,1,6890,1.1033,147588.0,1.2697,Semiurban,Rejected
LN002734,27,Female,Graduate,Salaried,1.0,2,25131,0.0,25131,120297,36,558.0,2,11384,7.0312,263020.0,0.4574,Rural,Rejected
LN002735,55,Female,Graduate,Business,3.0,0,76986,34126.0,111112,527574,60,627.0,2,10506,2.0842,430694.0,1.2249,Urban,Rejected
LN002736,48,Male,Graduate,Self-Employed,0.0,3,38620,0.0,38620,79821,240,611.0,0,0,0.1032,163875.0,0.4871,Semiurban,Approved
LN002737,34,Female,Graduate,Unemployed,0.0,0,9419,0.0,9419,44734,180,643.0,1,10278,13.4103,39260.0,1.1394,Semiurban,Rejected
LN002738,30,Male,Not Graduate,Business,15.0,1,43162,0.0,43162,126747,36,551.0,1,9139,3.5195,198879.0,0.6373,Semiurban,Rejected
LN002739,36,Male,Graduate,Business,12.0,1,102082,0.0,102082,329015,180,737.0,4,45335,5.544,549738.0,0.5985,Urban,Approved
LN002740,36,Female,Graduate,Salaried,,2,28535,0.0,28535,111960,60,632.0,3,22333,10.1766,218131.0,0.5133,Rural,Rejected
LN002741,51,Male,Not Graduate,Business,6.0,1,53326,0.0,53326,169322,60,,4,41026,9.8672,116951.0,1.4478,Semiurban,Rejected
LN002742,62,Male,Graduate,Salaried,15.0,2,46689,0.0,46689,163655,84,532.0,2,9590,2.9655,280951.0,0.5825,Semiurban,Rejected
LN002743,45,Male,Graduate,Business,19.0,0,159381,0.0,159381,488738,120,617.0,1,3590,0.5769,881301.0,0.5546,Semiurban,Approved
LN002744,33,Male,Not Graduate,Business,5.0,0,38087,0.0,38087,66089,360,545.0,4,21251,6.7532,157258.0,0.4203,Semiurban,Rejected
LN002745,26,Female,Graduate,Self-Employed,2.0,1,37903,0.0,37903,129880,120,665.0,1,10514,3.6713,155605.0,0.8347,Semiurban,Rejected
LN002746,64,Female,Not Graduate,Salaried,9.0,0,40873,5812.0,46685,78073,60,741.0,1,11705,3.3431,136432.0,0.5722,Rural,Approved
LN002747,29,Female,Not Graduate,Self-Employed,4.0,0,43042,0.0,43042,79699,360,591.0,4,37461,10.5056,165504.0,0.4816,Urban,Rejected
LN002748,56,Female,Not Graduate,Self-Employed,5.0,0,5000,0.0,5000,19526,120,688.0,1,6702,16.4736,42137.0,0.4634,Urban,Rejected
LN002749,63,Male,Not Graduate,Salaried,1.0,2,64143,0.0,64143,201624,360,756.0,0,0,0.1048,222217.0,0.9073,Semiurban,Approved
LN002750,40,Male,Not Graduate,Unemployed,0.0,1,5000,0.0,5000,16947,120,400.0,1,8791,21.4368,19807.0,0.8556,Rural,Rejected
LN002751,38,Male,Not Graduate,Self-Employed,7.0,0,63117,0.0,63117,131853,36,627.0,1,3816,1.4217,274077.0,0.4811,Semiurban,Rejected
LN002752,63,Male,Not Graduate,Salaried,2.0,0,51275,0.0,51275,199878,180,598.0,2,22808,5.5976,333068.0,0.6001,Rural,Rejected
LN002753,41,Male,Not Graduate,Self-Employed,3.0,1,27508,23152.0,50660,88742,360,589.0,1,4259,1.0671,60421.0,1.4687,Urban,Rejected
LN002754,24,Female,Not Graduate,Self-Employed,4.0,1,62047,22861.0,84908,202643,180,692.0,1,7107,1.1634,218398.0,0.9279,Semiurban,Rejected
LN002755,53,Female,Not Graduate,Business,11.0,2,106081,0.0,106081,494386,24,596.0,3,35654,6.3634,896287.0,0.5516,Rural,Rejected
LN002756,47,Male,Graduate,Self-Employed,6.0,3,5000,0.0,5000,10000,60,665.0,2,11527,28.0632,12716.0,0.7864,Rural,Rejected
LN002757,27,Female,Not Graduate,Salaried,7.0,1,37266,0.0,37266,153186,180,667.0,1,4267,1.648,270407.0,0.5665,Semiurban,Rejected
LN002758,26,Male,Graduate,Salaried,8.0,2,46077,16720.0,62797,129048,12,611.0,1,9282,3.8287,317378.0,0.4066,Urban,Rejected
LN002759,35,Female,Graduate,Salaried,13.0,2,54464,29783.0,84247,372055,180,770.0,1,6160,1.1717,839442.0,0.4432,Rural,Approved
LN002760,38,Female,Graduate,Salaried,6.0,1,13829,0.0,13829,50161,240,766.0,4,31986,27.9369,48397.0,1.0364,Rural,Rejected
LN002761,52,Male,Not Graduate,Business,19.0,0,84014,0.0,84014,135953,360,,1,10918,1.6133,99451.0,1.367,Semiurban,Rejected
LN002762,31,Male,Graduate,Salaried,10.0,1,53928,0.0,53928,82496,180,698.0,0,0,0.1019,158452.0,0.5206,Semiurban,Approved
LN002763,40,Female,Not Graduate,Salaried,17.0,1,44859,26386.0,71245,250348,180,664.0,0,0,0.2341,140845.0,1.7775,Urban,Approved
LN002764,44,Female,Graduate,Business,0.0,2,109661,0.0,109661,469172,36,563.0,0,0,1.4261,581968.0,0.8062,Semiurban,Rejected
LN002765,35,Female,Graduate,Salaried,3.0,0,50837,0.0,50837,203312,36,651.0,0,0,1.333,171812.0,1.1833,Semiurban,Rejected
LN002766,27,Female,Graduate,Salaried,7.0,2,26508,0.0,26508,67179,180,724.0,3,31932,14.6243,35037.0,1.9174,Urban,Rejected
LN002767,41,Female,Not Graduate,Self-Employed,0.0,2,78270,10951.0,89221,359907,60,620.0,0,0,0.8067,749581.0,0.4801,Rural,Rejected
LN002768,62,Male,Not Graduate,Salaried,6.0,1,51266,,64832,160311,240,599.0,0,0,0.1235,347122.0,0.4618,Semiurban,Approved
LN002769,46,Male,Graduate,Self-Employed,0.0,0,42737,11902.0,54639,176631,180,647.0,2,18000,4.1687,168339.0,1.0493,Semiurban,Rejected
LN002770,64,Male,Graduate,Business,11.0,2,77216,36763.0,113979,259204,120,661.0,0,0,0.2274,368771.0,0.7029,Urban,Approved
LN002771,34,Male,Not Graduate,Business,12.0,4,112989,0.0,112989,215211,180,652.0,0,0,0.1269,383504.0,0.5612,Urban,Approved
LN002772,57,Male,Graduate,Salaried,13.0,2,59279,0.0,59279,288144,120,675.0,0,0,0.486,361983.0,0.796,Urban,Approved
LN002773,41,Female,Graduate,Salaried,5.0,0,37294,27812.0,65106,245377,180,573.0,0,0,0.2512,542192.0,0.4526,Semiurban,Approved
LN002774,38,Female,Graduate,Self-Employed,11.0,1,64762,0.0,64762,147948,180,707.0,1,3334,0.7699,245892.0,0.6017,Urban,Approved
LN002775,25,Male,Not Graduate,Salaried,13.0,3,60419,26708.0,87127,168239,240,684.0,2,22091,3.139,201096.0,0.8366,Urban,Rejected
LN002776,23,Female,Graduate,Salaried,11.0,2,32339,0.0,32339,77647,180,715.0,0,0,0.1599,165726.0,0.4685,Rural,Approved
LN002777,43,Male,Graduate,Salaried,12.0,0,63167,0.0,63167,176845,120,547.0,1,11094,2.3874,142284.0,1.2429,Urban,Rejected
LN002778,46,Male,Not Graduate,Self-Employed,6.0,2,33258,0.0,33258,150630,180,738.0,1,11489,4.4471,108449.0,1.3889,Rural,Rejected
LN002779,57,Female,Not Graduate,Business,6.0,1,73136,0.0,73136,284380,120,686.0,3,27924,4.9704,,0.414,Urban,Rejected
LN002780,44,Female,Graduate,Unemployed,0.0,1,13816,0.0,13816,38138,24,556.0,1,8316,8.6031,74147.0,0.5144,Rural,Rejected
LN002781,39,Male,Graduate,Business,12.0,1,127649,0.0,127649,337145,120,635.0,1,10804,1.2797,755691.0,0.4461,Semiurban,Rejected
LN002782,45,Male,Graduate,Salaried,4.0,2,43166,0.0,43166,100662,120,674.0,1,3701,1.2618,241839.0,0.4162,Urban,Rejected
LN002783,41,Female,Graduate,Self-Employed,1.0,0,8948,0.0,8948,16950,24,771.0,0,0,0.9468,29258.0,0.5793,Rural,Rejected
LN002784,32,Male,Graduate,Salaried,14.0,1,37074,9458.0,46532,210068,36,577.0,1,11318,4.4235,290230.0,0.7238,Urban,Rejected
LN002785,61,Male,Graduate,Business,10.0,2,70986,19976.0,90962,286611,180,850.0,1,11063,1.6695,703613.0,0.4073,Urban,Approved
LN002786,53,Female,Graduate,Business,0.0,2,74908,0.0,74908,360435,240,621.0,2,19865,3.4228,613574.0,0.5874,Semiurban,Rejected
LN002787,24,Male,Not Graduate,Unemployed,0.0,0,16120,19063.0,35183,148803,120,534.0,0,0,0.4229,367714.0,0.4047,Urban,Rejected
LN002788,62,Male,Not Graduate,Business,8.0,1,35311,0.0,35311,138638,24,681.0,2,18060,8.1004,139163.0,0.9962,Urban,Rejected
LN002789,27,Male,Graduate,Self-Employed,5.0,0,52845,0.0,52845,143290,240,606.0,0,0,0.1356,328993.0,0.4355,Urban,Approved
LN002790,42,Female,Graduate,Self-Employed,3.0,1,50789,0.0,50789,159883,180,490.0,0,0,0.2098,228078.0,0.701,Rural,Approved
LN002791,53,Female,Graduate,Unemployed,0.0,0,8871,0.0,8871,20675,360,741.0,2,17571,23.8458,19791.0,1.0447,Semiurban,Rejected
LN002792,37,Male,Graduate,Self-Employed,2.0,0,32060,0.0,32060,137807,360,669.0,0,0,0.143,281216.0,0.49,Urban,Approved
LN002793,44,Male,Graduate,Business,14.0,1,89329,0.0,89329,279778,240,773.0,3,33388,4.6417,211987.0,1.3198,Urban,Approved
LN002794,54,Male,Not Graduate,Business,4.0,3,64581,0.0,64581,275243,360,632.0,4,20523,3.9554,671413.0,0.4099,Urban,Rejected
LN002795,48,Male,Not Graduate,Self-Employed,10.0,3,38347,0.0,38347,68543,240,570.0,2,11060,3.5502,169269.0,0.4049,Urban,Rejected
LN002796,63,Male,Graduate,Salaried,4.0,1,32667,0.0,32667,84976,360,557.0,1,9128,3.4398,182523.0,0.4656,Semiurban,Rejected
LN002797,61,Female,Not Graduate,Salaried,0.0,1,31310,18616.0,49926,90237,120,548.0,1,3148,0.9371,89767.0,1.0052,Rural,Rejected
LN002798,59,Male,Graduate,Salaried,13.0,0,25585,0.0,25585,91213,360,695.0,1,5516,2.7058,138932.0,0.6565,Urban,Rejected
LN002799,42,Male,Graduate,Salaried,0.0,0,28298,0.0,28298,114125,60,680.0,1,5596,3.1796,191150.0,0.597,Semiurban,Rejected
LN002800,37,Male,Graduate,Salaried,5.0,2,17699,0.0,17699,75163,36,575.0,1,9302,7.7218,145878.0,0.5152,Semiurban,Rejected
LN002801,54,Male,Not Graduate,Self-Employed,6.0,3,98933,7489.0,106422,297596,120,602.0,0,0,0.2795,318607.0,0.9341,Urban,Approved
LN002802,26,Male,Not Graduate,Salaried,0.0,3,42889,,42889,84871,60,758.0,0,0,0.3956,201455.0,0.4213,Urban,Approved
LN002803,26,Male,Not Graduate,Unemployed,0.0,3,9467,0.0,9467,46289,180,681.0,0,0,0.3258,102381.0,0.4521,Urban,Rejected
LN002804,54,Female,Graduate,Salaried,,3,55128,0.0,55128,119343,240,737.0,0,0,0.1082,129701.0,0.9201,Rural,Approved
LN002805,21,Female,Not Graduate,Business,8.0,0,90803,0.0,90803,238833,60,680.0,1,11043,1.9854,299925.0,0.7963,Semiurban,Approved
LN002806,30,Male,Not Graduate,Salaried,3.0,4,49217,0.0,49217,126318,24,710.0,0,0,1.2832,67590.0,1.8689,Urban,Rejected
LN002807,41,Female,Graduate,Self-Employed,4.0,1,59261,20413.0,79674,334227,180,663.0,0,0,0.2795,763591.0,0.4377,Rural,Approved
LN002808,25,Male,Graduate,Self-Employed,8.0,3,98855,28359.0,127214,563271,180,465.0,1,4141,0.6858,1275454.0,0.4416,Rural,Rejected
LN002809,22,Male,Not Graduate,Business,8.0,1,183121,0.0,183121,457623,180,733.0,2,22184,1.6203,430724.0,1.0625,Urban,Rejected
LN002810,42,Female,Not Graduate,Self-Employed,1.0,1,101806,0.0,101806,253658,180,628.0,1,6238,0.9014,615912.0,0.4118,Semiurban,Rejected
LN002811,22,Male,Graduate,Salaried,0.0,0,5000,0.0,5000,19571,24,634.0,0,0,1.956,47458.0,0.4124,Urban,Rejected
LN002812,30,Female,Graduate,Salaried,12.0,0,30954,0.0,30954,139489,180,613.0,0,0,0.3001,192835.0,0.7234,Urban,Approved
LN002813,54,Female,Graduate,Salaried,11.0,2,31792,0.0,31792,64526,120,644.0,1,10625,4.2131,47276.0,1.3649,Rural,Rejected
LN002814,36,Female,Not Graduate,Salaried,10.0,3,60062,34068.0,94130,465313,84,583.0,3,26137,4.0382,984815.0,0.4725,Semiurban,Rejected
LN002815,59,Female,Not Graduate,Self-Employed,7.0,0,44945,0.0,44945,174887,120,786.0,0,0,0.389,246972.0,0.7081,Urban,Approved
LN002816,42,Male,Graduate,Self-Employed,0.0,0,46909,0.0,46909,119882,60,657.0,3,31906,8.6731,62420.0,1.9206,Urban,Rejected
LN002817,32,Female,Graduate,Business,1.0,0,60790,20154.0,80944,338284,12,595.0,2,10597,5.7502,738406.0,0.4581,Rural,Rejected
LN002818,44,Female,Not Graduate,Business,14.0,0,67101,12995.0,80096,133318,60,591.0,1,8384,1.5888,292640.0,0.4556,Semiurban,Rejected
LN002819,60,Female,Graduate,Salaried,12.0,0,39665,34865.0,74530,349176,120,617.0,1,11643,2.343,360741.0,0.9679,Urban,Rejected
LN002820,58,Male,Not Graduate,Salaried,1.0,0,48564,29257.0,77821,246652,120,691.0,2,20223,3.4353,409947.0,0.6017,Urban,Rejected
LN002821,30,Female,Graduate,Business,7.0,0,76088,4082.0,80170,179897,360,797.0,2,18110,2.7854,406736.0,0.4423,Semiurban,Approved
LN002822,55,Male,Graduate,Salaried,3.0,3,37904,0.0,37904,146551,360,610.0,2,19856,6.415,246904.0,0.5936,Semiurban,Rejected
LN002823,52,Female,Graduate,Self-Employed,,3,43002,21098.0,64100,117031,60,718.0,2,15696,3.3035,86971.0,1.3456,Urban,Rejected
LN002824,27,Male,Graduate,Self-Employed,0.0,1,60838,0.0,60838,192363,120,654.0,1,6665,1.6308,180937.0,1.0631,Urban,Rejected
LN002825,41,Female,Not Graduate,Self-Employed,4.0,4,8217,19849.0,28066,134328,360,533.0,0,0,0.1595,223063.0,0.6022,Rural,Rejected
LN002826,40,Male,Not Graduate,Business,14.0,0,10812,0.0,10812,40382,120,654.0,1,3001,3.7037,43258.0,0.9335,Urban,Rejected
LN002827,46,Male,Not Graduate,Unemployed,,2,5000,28355.0,33355,61062,360,688.0,0,0,0.0608,71848.0,0.8499,Urban,Rejected
LN002828,24,Male,Graduate,Business,3.0,2,104773,0.0,104773,478510,60,696.0,1,3918,1.3621,1178933.0,0.4059,Semiurban,Rejected
LN002829,42,Male,Graduate,Business,8.0,0,13180,12870.0,26050,114698,180,700.0,1,8380,4.1537,117131.0,0.9792,Urban,Rejected
LN002830,35,Male,Graduate,Business,11.0,1,118236,8337.0,126573,517518,240,594.0,1,8105,0.9728,690764.0,0.7492,Semiurban,Rejected
LN002831,60,Male,Not Graduate,Salaried,3.0,4,41740,0.0,41740,86480,36,,3,25216,7.94,119587.0,0.7232,Semiurban,Rejected
LN002832,41,Female,Graduate,Business,16.0,0,36183,0.0,36183,132506,360,502.0,1,7547,2.625,128029.0,1.035,Urban,Rejected
LN002833,35,Female,Not Graduate,Salaried,9.0,0,47646,24291.0,71937,305689,180,679.0,0,0,0.2832,612830.0,0.4988,Urban,Approved
LN002834,42,Female,Not Graduate,Self-Employed,9.0,4,31581,0.0,31581,126238,24,557.0,2,12297,6.6708,163598.0,0.7716,Urban,Rejected
LN002835,48,Male,Graduate,Salaried,8.0,0,40172,8696.0,48868,130360,24,737.0,2,11534,4.1659,146005.0,0.8928,Semiurban,Rejected
LN002836,34,Male,Not Graduate,Salaried,6.0,1,32247,28221.0,60468,291748,84,678.0,2,12547,3.1792,598323.0,0.4876,Rural,Rejected
LN002837,47,Male,Not Graduate,Salaried,7.0,3,54870,33137.0,88007,193409,360,542.0,1,4855,0.7352,416263.0,0.4646,Semiurban,Rejected
LN002838,61,Female,Not Graduate,Salaried,7.0,3,52263,0.0,52263,158528,240,665.0,3,28514,6.6986,237359.0,0.6679,Semiurban,Rejected
LN002839,60,Female,Not Graduate,Salaried,1.0,4,55066,0.0,55066,161627,240,665.0,2,12234,2.8127,352436.0,0.4586,Urban,Rejected
LN002840,48,Male,Not Graduate,Salaried,8.0,1,58650,0.0,58650,271984,60,631.0,0,0,0.9275,671522.0,0.405,Rural,Rejected
LN002841,46,Male,Graduate,Business,5.0,0,109459,11289.0,120748,269310,240,668.0,2,8102,0.9167,368111.0,0.7316,Semiurban,Approved
LN002842,22,Female,Graduate,Business,1.0,2,91666,0.0,91666,384889,180,679.0,1,9925,1.5792,329494.0,1.1681,Semiurban,Rejected
LN002843,45,Female,Graduate,Business,9.0,2,6327,21290.0,27617,92867,360,599.0,1,3868,1.7924,186601.0,0.4977,Urban,Rejected
LN002844,23,Female,Graduate,Business,8.0,2,81310,0.0,81310,294966,84,554.0,0,0,0.5182,596115.0,0.4948,Urban,Rejected
LN002845,28,Female,Not Graduate,Business,14.0,3,5000,18204.0,23204,36319,360,568.0,2,12757,6.649,70590.0,0.5145,Rural,Rejected
LN002846,64,Male,Graduate,Business,8.0,3,29315,0.0,29315,113258,24,634.0,0,0,1.9317,112131.0,1.0101,Semiurban,Rejected
LN002847,53,Male,Graduate,Self-Employed,9.0,2,74251,22658.0,96909,221626,240,718.0,1,3681,0.5701,373002.0,0.5942,Semiurban,Approved
LN002848,62,Male,Graduate,Self-Employed,7.0,0,25256,0.0,25256,77997,180,575.0,3,14260,6.9812,90483.0,0.862,Urban,Rejected
LN002849,55,Male,Not Graduate,Business,11.0,0,98727,9156.0,107883,341456,120,601.0,1,4790,0.8493,781549.0,0.4369,Urban,Rejected
LN002850,26,Male,Not Graduate,Salaried,7.0,1,37116,0.0,37116,180646,60,692.0,0,0,0.9732,152642.0,1.1835,Rural,Rejected
LN002851,59,Male,Graduate,Salaried,1.0,0,37137,0.0,37137,116207,60,644.0,1,6625,2.7663,206269.0,0.5634,Rural,Rejected
LN002852,43,Male,Not Graduate,Self-Employed,6.0,0,46137,0.0,46137,136630,84,485.0,4,40998,11.0863,292607.0,0.4669,Semiurban,Rejected
LN002853,45,Male,Graduate,Salaried,16.0,2,47412,0.0,47412,197289,60,669.0,1,5489,2.2215,138002.0,1.4296,Semiurban,Rejected
LN002854,63,Male,Not Graduate,Salaried,8.0,2,35215,39463.0,74678,221872,60,632.0,1,4133,1.2582,489916.0,0.4529,Rural,Rejected
LN002855,39,Male,Not Graduate,Salaried,11.0,2,33481,47585.0,81066,370026,360,565.0,0,0,0.152,564451.0,0.6556,Rural,Approved
LN002856,25,Male,Not Graduate,Business,0.0,0,95652,0.0,95652,320665,240,584.0,1,5832,0.8993,731474.0,0.4384,Rural,Rejected
LN002857,31,Female,Not Graduate,Unemployed,0.0,1,9586,0.0,9586,43620,24,675.0,4,33160,43.7851,94475.0,0.4617,Rural,Rejected
LN002858,32,Female,Graduate,Salaried,14.0,0,22810,0.0,22810,87381,84,706.0,1,6479,3.9556,43874.0,1.9916,Semiurban,Rejected
LN002859,30,Male,Graduate,Salaried,8.0,2,38564,25901.0,64465,243588,60,571.0,0,0,0.7556,522310.0,0.4664,Semiurban,Rejected
LN002860,28,Male,Graduate,Salaried,8.0,2,20541,6130.0,26671,92777,60,652.0,2,7958,4.2761,104604.0,0.8869,Semiurban,Rejected
LN002861,44,Male,Graduate,Self-Employed,13.0,1,54992,4680.0,59672,193154,60,617.0,3,24863,5.6473,265375.0,0.7279,Semiurban,Rejected
LN002862,48,Female,Graduate,Salaried,6.0,0,58296,0.0,58296,161619,180,608.0,2,22876,4.8936,308118.0,0.5245,Semiurban,Rejected
LN002863,61,Male,Graduate,Salaried,2.0,0,25923,9970.0,35893,154456,60,677.0,0,0,0.8606,181450.0,0.8512,Urban,Rejected
LN002864,56,Male,Graduate,Salaried,9.0,3,52641,16604.0,69245,258930,360,630.0,0,0,0.1246,414373.0,0.6249,Urban,Approved
LN002865,57,Female,Graduate,Salaried,13.0,0,49223,14353.0,63576,116627,60,640.0,1,11168,2.4747,115546.0,1.0094,Urban,Rejected
LN002866,41,Male,Graduate,Salaried,11.0,2,16966,0.0,16966,65650,360,701.0,2,16718,11.9533,107590.0,0.6102,Semiurban,Rejected
LN002867,28,Male,Not Graduate,Self-Employed,4.0,0,57585,0.0,57585,96152,240,,2,12496,2.6874,192964.0,0.4983,Urban,Rejected
LN002868,29,Male,Graduate,Salaried,3.0,0,57575,14701.0,72276,355308,360,581.0,3,10610,1.9253,606615.0,0.5857,Semiurban,Rejected
LN002869,35,Male,Not Graduate,Self-Employed,7.0,0,40077,0.0,40077,105146,360,770.0,1,9818,3.0272,216688.0,0.4852,Rural,Approved
LN002870,60,Male,Graduate,Salaried,,3,30426,33642.0,64068,122514,180,,1,9462,1.8996,249567.0,0.4909,Rural,Approved
LN002871,38,Female,Graduate,Salaried,17.0,0,27460,30962.0,58422,135034,360,643.0,1,11077,2.3523,144981.0,0.9314,Semiurban,Rejected
LN002872,62,Male,Graduate,Salaried,,3,43699,0.0,43699,210909,360,583.0,3,24341,6.8448,130253.0,1.6192,Semiurban,Rejected
LN002873,40,Female,Graduate,Self-Employed,6.0,3,14481,0.0,14481,46750,120,746.0,1,5862,5.18,48509.0,0.9637,Rural,Rejected
LN002874,26,Male,Graduate,Self-Employed,1.0,2,25047,0.0,25047,123225,120,630.0,0,0,0.4916,259360.0,0.4751,Rural,Rejected
LN002875,32,Male,Not Graduate,Business,0.0,1,45109,37672.0,82781,218586,240,616.0,2,9977,1.5782,358203.0,0.6102,Urban,Rejected
LN002876,22,Male,Graduate,Salaried,9.0,3,11514,15824.0,27338,45138,120,762.0,1,7614,3.5072,109786.0,0.4111,Urban,Approved
LN002877,27,Male,Graduate,Salaried,12.0,1,15101,0.0,15101,71218,360,616.0,3,31883,25.4924,38698.0,1.8404,Semiurban,Rejected
LN002878,36,Male,Graduate,Salaried,3.0,1,26513,0.0,26513,124951,36,668.0,2,22229,11.6316,269305.0,0.464,Urban,Rejected
LN002879,23,Male,Not Graduate,Salaried,6.0,2,34844,0.0,34844,95319,360,593.0,3,22097,7.701,118176.0,0.8066,Rural,Rejected
LN002880,23,Female,Graduate,Salaried,14.0,0,59146,26423.0,85569,326103,360,607.0,0,0,0.1269,764580.0,0.4265,Urban,Approved
LN002881,47,Male,Not Graduate,Salaried,11.0,0,55601,0.0,55601,133454,360,697.0,0,0,0.0799,308098.0,0.4332,Semiurban,Approved
LN002882,63,Male,Graduate,Salaried,8.0,3,46779,28903.0,75682,279083,180,677.0,3,34657,5.7409,664791.0,0.4198,Urban,Rejected
LN002883,60,Male,Graduate,Self-Employed,5.0,2,108137,0.0,108137,186526,12,773.0,2,10125,2.8484,259377.0,0.7191,Urban,Approved
LN002884,58,Male,Graduate,Business,,1,77179,5937.0,83116,225398,240,738.0,1,10370,1.6328,503860.0,0.4473,Semiurban,Approved
LN002885,53,Male,Not Graduate,Salaried,8.0,1,52145,17677.0,69822,199443,240,781.0,3,34082,6.0003,184361.0,1.0818,Semiurban,Rejected
LN002886,48,Male,Not Graduate,Salaried,16.0,3,33779,0.0,33779,87479,36,,2,22883,8.9921,179578.0,0.4871,Urban,Approved
LN002887,21,Male,Graduate,Business,13.0,2,105836,37819.0,143655,462126,84,602.0,1,3902,0.7855,426770.0,1.0828,Urban,Rejected
LN002888,28,Male,Graduate,Salaried,10.0,1,30345,15252.0,45597,173418,60,569.0,2,9030,3.137,164124.0,1.0566,Rural,Rejected
LN002889,57,Female,Graduate,Business,7.0,1,5000,0.0,5000,16249,360,773.0,1,7145,17.256,37894.0,0.4288,Urban,Approved
LN002890,52,Male,Graduate,Unemployed,0.0,0,8592,22712.0,31304,95935,84,594.0,4,23491,9.4428,,0.5556,Semiurban,Rejected
LN002891,63,Male,Graduate,Business,12.0,0,132026,26352.0,158378,604678,360,653.0,1,6288,0.6036,1322121.0,0.4574,Urban,Approved
LN002892,57,Female,Not Graduate,Salaried,15.0,4,13401,0.0,13401,59775,120,628.0,0,0,0.4459,113368.0,0.5273,Urban,Rejected
LN002893,24,Female,Not Graduate,Self-Employed,5.0,4,29486,27358.0,56844,173646,120,579.0,1,11417,2.7156,104217.0,1.6662,Semiurban,Rejected
LN002894,50,Female,Graduate,Self-Employed,6.0,1,61027,0.0,61027,192569,84,604.0,1,7396,1.905,157741.0,1.2208,Semiurban,Rejected
LN002895,26,Male,Not Graduate,Salaried,0.0,1,48726,21589.0,70315,319373,240,580.0,1,6922,1.4083,504506.0,0.633,Rural,Rejected
LN002896,39,Female,Not Graduate,Business,0.0,3,118141,23261.0,141402,216143,60,537.0,4,35644,3.3306,221868.0,0.9742,Urban,Rejected
LN002897,52,Female,Graduate,Salaried,3.0,2,55269,0.0,55269,162660,180,613.0,4,17045,3.8969,226394.0,0.7185,Rural,Rejected
LN002898,29,Male,Graduate,Business,16.0,0,79717,40065.0,119782,188992,24,700.0,1,7328,1.523,177917.0,1.0622,Semiurban,Approved
LN002899,32,Female,Not Graduate,Salaried,9.0,1,21291,0.0,21291,59996,360,786.0,0,0,0.0936,138867.0,0.432,Semiurban,Approved
LN002900,31,Male,Graduate,Salaried,9.0,0,54556,0.0,54556,131321,120,666.0,1,8335,2.074,228228.0,0.5754,Urban,Rejected
LN002901,36,Female,Graduate,Self-Employed,7.0,4,33360,0.0,33360,115066,36,592.0,1,9766,4.6626,257275.0,0.4472,Rural,Rejected
LN002902,21,Female,Not Graduate,Salaried,19.0,2,25534,,25534,79890,120,712.0,3,32916,15.7818,125534.0,0.6364,Urban,Rejected
LN002903,41,Female,Graduate,Salaried,6.0,0,64135,37791.0,101926,189493,24,,0,0,0.9295,437041.0,0.4336,Rural,Rejected
LN002904,50,Female,Not Graduate,Salaried,9.0,3,35144,0.0,35144,118216,180,666.0,0,0,0.224,194817.0,0.6068,Urban,Approved
LN002905,33,Male,Graduate,Salaried,10.0,3,43817,22892.0,66709,262018,120,745.0,2,13314,2.7877,177714.0,1.4744,Rural,Rejected
LN002906,54,Male,Graduate,Self-Employed,4.0,1,78289,0.0,78289,132784,36,717.0,0,0,0.5653,,0.6976,Semiurban,Rejected
LN002907,24,Female,Graduate,Salaried,16.0,2,41431,30746.0,72177,116493,180,479.0,3,20753,3.5579,232510.0,0.501,Rural,Rejected
LN002908,48,Female,Graduate,Salaried,1.0,2,41461,0.0,41461,190558,84,672.0,3,27306,8.5596,247454.0,0.7701,Semiurban,Rejected
LN002909,58,Female,Graduate,Salaried,11.0,2,64040,0.0,64040,223107,360,616.0,1,3066,0.6905,502516.0,0.444,Urban,Rejected
LN002910,51,Female,Graduate,Salaried,17.0,2,25476,18625.0,44101,82930,180,655.0,1,6585,1.917,53378.0,1.5536,Urban,Rejected
LN002911,47,Female,Not Graduate,Self-Employed,4.0,2,58754,28262.0,87016,349272,120,560.0,0,0,0.4013,496483.0,0.7035,Urban,Rejected
LN002912,25,Female,Graduate,Salaried,3.0,4,45836,0.0,45836,206182,36,640.0,4,35081,10.6837,274822.0,0.7502,Semiurban,Rejected
LN002913,45,Male,Graduate,Business,18.0,1,5000,0.0,5000,24423,180,550.0,0,0,0.324,41935.0,0.5824,Semiurban,Rejected
LN002914,23,Male,Graduate,Salaried,4.0,0,29328,0.0,29328,129187,120,708.0,1,8717,4.007,89816.0,1.4384,Urban,Rejected
LN002915,53,Female,Graduate,Salaried,17.0,0,20970,0.0,20970,86511,240,,1,9731,5.7745,186591.0,0.4636,Urban,Approved
LN002916,24,Male,Graduate,Self-Employed,6.0,0,77401,10851.0,88252,403688,180,593.0,1,5520,1.0554,445601.0,0.9059,Semiurban,Rejected
