Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Length,Age,Loan_Status
A12171,Male,No,0,Graduate,No,82275,13210,264867,240,1,Rural,20,28,1
A12172,Male,Yes,0,Graduate,No,39369,9958,226378,360,0,Semiurban,28,26,0
A12173,Female,No,0,Graduate,Yes,52103,14577,149673,360,0,Rural,13,54,0
A12174,Male,Yes,1,Graduate,No,43996,21900,119784,180,1,Rural,18,57,1
A12175,Female,Yes,1,Graduate,No,47264,8317,112194,300,1,Rural,6,53,1
A12176,Male,Yes,0,Not Graduate,Yes,63948,6990,153127,180,1,Rural,24,30,1
A12177,Female,Yes,0,Graduate,No,49311,20995,309098,360,1,Semiurban,17,56,1
A12178,Female,Yes,2,Graduate,No,69737,6519,188499,480,1,Rural,4,27,1
A12179,Male,Yes,0,Graduate,No,42255,16511,275762,360,1,Semiurban,4,37,0
A12180,Male,Yes,2,Graduate,No,61121,15982,81529,240,1,Urban,6,40,1
A12181,Male,No,0,Not Graduate,No,43358,15004,50000,240,0,Urban,22,48,0
A12182,Male,Yes,0,Graduate,No,22441,8573,124366,360,1,Semiurban,4,44,1
A12183,Male,Yes,1,Graduate,No,34677,32339,252566,360,1,Semiurban,20,58,1
A12184,Female,Yes,2,Graduate,Yes,51861,18983,176890,300,1,Urban,23,29,1
A12185,Female,No,0,Graduate,No,78822,9855,271174,360,1,Semiurban,15,50,1
A12186,Female,No,0,Graduate,No,43106,18309,301104,300,0,Urban,25,59,0
A12187,Female,Yes,0,Not Graduate,Yes,47462,33322,123421,240,1,Rural,3,56,0
A12188,Female,Yes,2,Graduate,No,57345,15895,266746,360,0,Semiurban,14,37,0
A12189,Female,Yes,1,Graduate,No,41008,30333,311042,300,0,Semiurban,10,36,0
A12190,Male,Yes,0,Graduate,No,42743,3522,282681,300,0,Rural,11,54,0
A12191,Female,Yes,0,Graduate,No,51081,6488,72484,300,0,Urban,23,27,0
A12192,Female,No,0,Graduate,No,43451,0,51605,240,1,Semiurban,6,47,1
A12193,Male,Yes,0,Graduate,No,23255,34757,164109,180,1,Urban,10,27,1
A12194,Male,Yes,0,Graduate,No,40247,0,167137,360,1,Urban,0,52,0
A12195,Male,Yes,1,Graduate,No,59223,16742,267429,360,1,Urban,27,36,1
A12196,Male,No,0,Not Graduate,No,59690,32376,122588,360,1,Rural,1,39,1
A12197,Female,Yes,0,Graduate,Yes,70043,24711,233259,240,1,Urban,21,46,1
A12198,Male,Yes,1,Graduate,No,68833,18762,113343,300,0,Semiurban,22,21,0
A12199,Male,Yes,0,Not Graduate,No,36497,27831,227605,240,0,Urban,16,50,0
A12200,Female,Yes,0,Not Graduate,No,38818,8316,163432,360,1,Semiurban,8,35,0
A12201,Male,No,0,Graduate,No,39480,20176,228680,360,1,Semiurban,12,23,1
A12202,Male,Yes,0,Not Graduate,No,47719,13873,170893,180,1,Urban,20,40,1
A12203,Male,No,2,Graduate,No,40650,13667,50000,180,1,Semiurban,6,39,1
A12204,Female,Yes,1,Graduate,No,47382,16905,240717,480,1,Urban,28,47,1
A12205,Female,Yes,0,Not Graduate,Yes,36917,26753,293603,180,1,Urban,18,21,0
A12206,Male,No,0,Not Graduate,No,61766,30665,133132,360,1,Semiurban,28,33,1
A12207,Female,Yes,0,Graduate,No,35779,12329,264762,480,1,Urban,23,53,1
A12208,Male,Yes,1,Graduate,No,35036,4113,150931,300,1,Semiurban,22,44,1
A12209,Female,Yes,0,Graduate,No,57803,6804,92007,360,1,Urban,3,31,1
A12210,Female,Yes,0,Graduate,No,60834,34477,151095,360,0,Semiurban,16,25,0
A12211,Female,Yes,0,Not Graduate,No,46623,29807,185294,360,0,Semiurban,27,52,0
A12212,Male,No,0,Graduate,No,63034,4087,94366,240,1,Semiurban,7,55,1
A12213,Female,No,1,Graduate,No,61951,31610,307970,360,1,Semiurban,18,39,1
A12214,Female,Yes,2,Graduate,No,78487,7883,77533,300,1,Rural,26,21,1
A12215,Male,Yes,2,Not Graduate,Yes,60993,21646,156685,240,1,Urban,12,35,1
A12216,Female,Yes,0,Graduate,No,75608,7875,126219,360,1,Semiurban,0,39,1
A12217,Male,Yes,1,Graduate,No,50928,36628,308304,300,1,Urban,2,24,1
A12218,Female,Yes,1,Not Graduate,No,70994,9298,79410,180,1,Rural,17,45,1
A12219,Male,Yes,2,Graduate,No,71311,4501,266014,480,1,Urban,16,56,1
A12220,Female,Yes,0,Not Graduate,Yes,47860,10434,215772,180,1,Semiurban,18,28,0
A12221,Male,Yes,1,Graduate,No,39671,41268,100181,480,1,Rural,5,46,1
A12222,Male,Yes,0,Graduate,No,42309,17605,171874,240,1,Urban,18,56,1
A12223,Male,Yes,1,Graduate,No,56226,4717,185394,240,1,Rural,3,38,1
A12224,Male,No,0,Graduate,No,32754,7116,246796,180,1,Urban,21,48,1
A12225,Male,Yes,1,Graduate,Yes,43194,0,148402,300,1,Semiurban,4,53,0
A12226,Male,Yes,2,Graduate,No,67958,20401,250515,360,1,Semiurban,23,56,1
A12227,Male,Yes,0,Graduate,No,60002,2494,203901,480,1,Semiurban,29,25,1
A12228,Male,Yes,0,Graduate,No,14710,26056,236096,360,1,Rural,25,56,1
A12229,Male,Yes,0,Graduate,No,30010,22900,129502,240,1,Rural,13,48,1
A12230,Female,Yes,0,Graduate,No,82383,13999,180709,240,1,Urban,11,37,1
A12231,Male,No,0,Graduate,No,67693,27361,208818,180,1,Urban,20,34,1
A12232,Female,Yes,0,Graduate,No,41256,24255,206531,360,1,Urban,0,49,0
A12233,Female,Yes,2,Graduate,No,27673,16569,196835,180,1,Semiurban,1,35,0
A12234,Female,Yes,0,Graduate,No,31257,7318,367383,240,1,Semiurban,18,23,0
A12235,Male,No,1,Graduate,No,57637,19135,245943,360,1,Urban,1,23,1
A12236,Female,No,2,Graduate,No,79653,19076,258196,240,1,Semiurban,29,39,1
A12237,Male,No,2,Graduate,No,78698,19914,219751,240,1,Rural,6,53,1
A12238,Male,Yes,1,Graduate,No,26364,15790,242660,240,1,Semiurban,24,56,0
A12239,Male,No,0,Graduate,No,45563,18271,215888,300,1,Rural,2,46,0
A12240,Female,Yes,2,Graduate,No,37144,18021,345421,180,1,Urban,7,59,0
A12241,Male,Yes,0,Graduate,Yes,52054,28620,195193,360,1,Rural,25,36,1
A12242,Male,No,2,Graduate,No,30034,2258,266507,360,0,Semiurban,27,44,0
A12243,Female,No,1,Not Graduate,No,41812,4984,366825,300,1,Semiurban,25,49,0
A12244,Female,Yes,1,Graduate,No,36991,15751,252243,360,1,Urban,18,47,1
A12245,Male,Yes,0,Graduate,No,57854,7400,177239,300,1,Semiurban,11,27,1
A12246,Male,Yes,1,Not Graduate,No,42277,17108,141278,480,1,Semiurban,3,29,0
A12247,Female,Yes,2,Graduate,No,44432,3868,160355,300,1,Urban,15,59,1
A12248,Male,Yes,2,Graduate,No,57663,5446,231336,360,0,Urban,3,24,0
A12249,Male,No,0,Graduate,No,74637,35604,342740,300,1,Rural,0,57,1
A12250,Male,Yes,2,Graduate,No,81736,12706,248289,300,1,Urban,25,54,1
A12251,Female,No,0,Graduate,No,56840,3287,169075,360,1,Semiurban,0,27,1
A12252,Female,No,1,Graduate,No,48671,13851,175605,300,1,Rural,4,24,1
A12253,Female,Yes,1,Graduate,No,69743,25364,188044,360,1,Rural,27,29,1
A12254,Female,No,0,Graduate,No,67507,27055,92749,240,1,Semiurban,21,22,1
A12255,Male,Yes,0,Not Graduate,No,63227,389,163382,300,1,Urban,6,47,1
A12256,Male,Yes,1,Graduate,No,26309,7329,159875,300,1,Semiurban,5,52,1
A12257,Male,Yes,0,Graduate,No,68122,17227,422248,480,0,Semiurban,10,40,0
A12258,Male,Yes,0,Graduate,No,55373,14660,274149,360,1,Semiurban,3,41,1
A12259,Male,No,1,Graduate,No,36594,0,114153,300,1,Urban,10,37,1
A12260,Female,No,2,Graduate,No,39921,620,74463,300,1,Semiurban,13,33,1
A12261,Female,Yes,1,Graduate,No,58730,4323,95518,360,1,Rural,22,44,1
A12262,Female,No,0,Graduate,No,12325,0,313090,360,1,Rural,28,26,0
A12263,Male,Yes,0,Not Graduate,No,48117,10415,92076,360,0,Urban,25,46,0
A12264,Female,No,1,Graduate,No,40174,26944,328778,360,0,Urban,4,52,0
A12265,Female,Yes,1,Graduate,Yes,38645,8341,219178,360,1,Semiurban,22,22,0
A12266,Male,Yes,1,Not Graduate,No,43142,25822,180321,240,0,Semiurban,26,25,0
A12267,Female,Yes,2,Graduate,No,27808,15296,108429,360,1,Semiurban,0,25,0
A12268,Male,Yes,0,Graduate,No,65787,13166,301107,360,1,Rural,14,34,1
A12269,Male,Yes,0,Graduate,Yes,18081,0,243697,360,1,Rural,27,26,0
A12270,Male,No,2,Graduate,No,52539,26698,272008,480,1,Rural,13,40,1
A12271,Male,Yes,0,Graduate,No,37286,16164,178198,300,0,Urban,2,54,0
A12272,Male,No,1,Not Graduate,No,79753,0,253331,360,1,Rural,15,37,1
A12273,Female,No,2,Graduate,No,50340,18818,318529,360,1,Rural,0,23,0
A12274,Female,Yes,2,Graduate,No,18150,9121,247621,480,1,Urban,20,53,1
A12275,Female,Yes,1,Graduate,Yes,58202,15613,115543,300,1,Semiurban,23,29,1
A12276,Female,No,0,Graduate,No,33611,17401,241594,300,1,Urban,26,26,1
A12277,Male,Yes,3,Graduate,No,64773,27157,260383,300,0,Rural,20,29,0
A12278,Female,Yes,1,Graduate,No,59265,3727,334148,480,1,Urban,27,38,1
A12279,Male,Yes,0,Graduate,No,72088,20718,246798,360,1,Semiurban,27,28,1
A12280,Male,Yes,1,Graduate,No,52805,28282,288121,240,1,Semiurban,13,37,1
A12281,Male,No,0,Graduate,No,62287,40204,249303,360,1,Rural,8,45,1
A12282,Male,Yes,2,Not Graduate,Yes,50641,25495,91602,300,1,Semiurban,29,45,1
A12283,Male,Yes,0,Graduate,Yes,41155,18614,266350,360,0,Urban,29,29,0
A12284,Male,Yes,2,Graduate,No,65986,17750,209597,240,1,Rural,8,29,1
A12285,Male,No,2,Graduate,No,31542,30521,359757,300,1,Semiurban,7,24,0
A12286,Female,No,2,Graduate,No,49455,12135,84858,360,1,Semiurban,27,35,1
A12287,Male,Yes,1,Graduate,No,41471,22959,109428,240,1,Semiurban,25,30,1
A12288,Male,Yes,2,Graduate,No,62631,36941,258031,240,1,Rural,19,35,1
A12289,Male,Yes,0,Not Graduate,No,35799,13906,320928,360,1,Semiurban,10,37,0
A12290,Female,Yes,0,Graduate,Yes,43867,0,190378,480,1,Urban,21,58,1
A12291,Male,Yes,2,Graduate,Yes,50658,6391,190801,480,1,Rural,4,57,0
A12292,Male,No,0,Not Graduate,No,72315,17934,216571,480,0,Urban,3,23,0
A12293,Male,Yes,0,Graduate,No,42012,6630,161268,480,1,Semiurban,21,39,1
A12294,Male,Yes,0,Graduate,No,43986,11527,279002,360,0,Semiurban,26,41,0
A12295,Male,No,0,Graduate,No,29776,12049,161390,360,0,Urban,10,59,0
A12296,Male,Yes,1,Graduate,No,35255,20609,256026,240,1,Urban,7,21,1
A12297,Male,Yes,1,Graduate,Yes,56194,5540,94139,300,0,Urban,26,44,0
A12298,Male,Yes,0,Graduate,No,50481,9162,337482,300,1,Rural,4,38,0
A12299,Male,Yes,2,Graduate,No,50721,29070,50000,360,1,Semiurban,10,37,1
A12300,Female,No,0,Graduate,No,76118,10180,114939,300,1,Urban,29,52,1
A12301,Male,Yes,1,Graduate,No,24915,22257,380275,300,1,Semiurban,12,49,0
A12302,Male,Yes,0,Not Graduate,No,84767,15139,208081,360,1,Semiurban,24,22,1
A12303,Male,Yes,1,Graduate,No,67674,14768,147215,360,1,Urban,24,23,1
A12304,Female,No,0,Graduate,No,45113,22381,97831,300,0,Semiurban,21,27,0
A12305,Male,Yes,0,Graduate,No,55868,0,165114,300,1,Urban,27,42,1
A12306,Male,Yes,2,Graduate,No,39757,19433,223181,360,0,Semiurban,29,58,0
A12307,Female,No,0,Not Graduate,No,54788,20527,238935,360,0,Rural,7,28,0
A12308,Male,Yes,3,Graduate,No,82247,23484,225781,360,1,Semiurban,12,55,1
A12309,Male,No,1,Graduate,No,40305,11245,57100,360,1,Semiurban,15,24,1
A12310,Male,Yes,0,Graduate,No,46519,15005,211114,240,0,Semiurban,0,41,0
A12311,Female,Yes,1,Not Graduate,Yes,38648,0,227118,360,1,Rural,18,57,0
A12312,Male,Yes,0,Not Graduate,No,41058,8301,227890,300,1,Urban,7,35,0
A12313,Female,Yes,0,Not Graduate,No,43959,16755,202357,180,1,Urban,16,48,1
A12314,Female,Yes,3,Graduate,No,33576,29706,101681,360,1,Semiurban,25,25,1
A12315,Male,Yes,0,Graduate,No,46045,33457,126276,300,1,Semiurban,18,53,1
A12316,Male,Yes,1,Graduate,No,50813,11575,297047,300,1,Semiurban,20,24,0
A12317,Male,Yes,0,Graduate,No,43952,23740,137944,360,1,Urban,9,25,1
A12318,Male,Yes,1,Graduate,No,15513,13527,142237,360,1,Semiurban,24,23,1
A12319,Male,No,0,Graduate,No,47685,0,176299,300,1,Semiurban,20,41,1
A12320,Female,Yes,0,Graduate,No,49290,21050,102669,360,1,Rural,15,26,1
A12321,Female,No,3,Graduate,No,78463,33312,250704,360,1,Semiurban,0,31,1
A12322,Female,Yes,0,Not Graduate,No,50402,11185,98523,240,1,Urban,10,45,1
A12323,Male,Yes,1,Graduate,No,64033,5927,286720,180,0,Urban,0,28,0
A12324,Female,Yes,1,Graduate,No,43614,15673,92416,360,1,Urban,29,48,1
A12325,Female,No,1,Graduate,Yes,69472,13772,177633,360,1,Semiurban,8,21,1
A12326,Female,No,1,Graduate,No,35831,41100,227502,240,0,Rural,20,46,0
A12327,Male,Yes,0,Graduate,No,57574,25058,263245,360,1,Rural,19,52,1
A12328,Female,No,0,Not Graduate,No,62605,16293,181999,360,0,Rural,18,24,0
A12329,Male,Yes,2,Graduate,No,60404,0,143781,360,1,Urban,24,44,1
A12330,Male,Yes,2,Not Graduate,No,82462,13567,313523,360,1,Urban,20,54,1
A12331,Male,No,0,Not Graduate,No,41234,33522,214517,240,1,Semiurban,2,44,1
A12332,Female,No,0,Graduate,No,71206,15800,186347,300,1,Semiurban,19,51,1
A12333,Female,No,1,Not Graduate,No,67334,23218,54508,300,0,Semiurban,9,29,0
A12334,Male,Yes,3,Not Graduate,No,50741,18919,215325,360,1,Urban,2,35,0
A12335,Male,Yes,3,Not Graduate,Yes,77588,10133,199601,360,1,Urban,22,49,0
A12336,Male,Yes,2,Not Graduate,No,47801,31913,91529,360,1,Semiurban,21,30,1
A12337,Male,Yes,0,Not Graduate,Yes,50334,16889,137509,480,1,Semiurban,1,33,0
A12338,Male,No,2,Graduate,No,49917,7931,207468,360,1,Urban,9,22,1
A12339,Male,Yes,2,Graduate,No,30902,15215,237391,240,1,Urban,5,34,0
A12340,Female,Yes,0,Not Graduate,No,61422,29275,118528,240,1,Urban,13,36,1
A12341,Male,Yes,0,Graduate,No,59080,205,119293,180,1,Urban,26,24,1
A12342,Male,Yes,0,Graduate,No,48429,17702,209252,240,1,Semiurban,13,42,1
A12343,Male,Yes,1,Graduate,No,76438,15736,132702,300,1,Semiurban,28,50,1
A12344,Female,Yes,0,Graduate,No,43441,0,183945,300,1,Rural,19,41,1
A12345,Female,No,0,Graduate,Yes,24053,22667,342025,360,1,Urban,25,28,0
A12346,Female,Yes,0,Graduate,No,78533,17564,196587,240,1,Rural,4,56,1
A12347,Male,No,0,Graduate,No,65166,23785,281819,300,1,Urban,5,35,1
A12348,Male,Yes,0,Graduate,No,59390,26380,100359,180,1,Rural,8,30,1
A12349,Male,Yes,1,Graduate,Yes,44908,14444,138572,300,1,Urban,3,52,1
A12350,Female,Yes,0,Graduate,No,55131,9443,136875,180,1,Urban,5,36,1
A12351,Female,No,2,Not Graduate,No,31094,754,111685,360,1,Semiurban,26,35,1
A12352,Female,Yes,2,Not Graduate,No,46622,8556,58526,300,1,Semiurban,26,59,1
A12353,Female,Yes,2,Graduate,No,36444,15109,215445,300,1,Rural,5,59,0
A12354,Female,Yes,1,Graduate,No,53928,5364,230950,360,1,Semiurban,29,21,1
A12355,Male,Yes,0,Graduate,No,63852,20834,124345,360,1,Rural,8,23,1
A12356,Female,No,0,Graduate,Yes,34285,5965,140387,360,1,Rural,3,37,0
A12357,Male,No,0,Graduate,No,60873,0,206237,360,1,Semiurban,1,32,1
A12358,Male,Yes,3,Graduate,No,52996,9220,201664,360,0,Rural,24,55,0
A12359,Male,Yes,0,Not Graduate,No,60257,16842,282647,300,1,Semiurban,23,22,1
A12360,Male,No,1,Not Graduate,No,46366,2405,290696,360,0,Urban,19,55,0
A12361,Male,Yes,1,Graduate,No,60560,6117,146534,360,1,Urban,14,31,1
A12362,Male,Yes,2,Graduate,No,39562,8698,194588,300,1,Urban,26,47,1
A12363,Male,Yes,1,Graduate,No,24766,10011,119934,300,1,Semiurban,1,39,1
A12364,Male,Yes,1,Graduate,Yes,28191,17978,320179,480,0,Urban,13,40,0
A12365,Male,Yes,0,Graduate,Yes,42458,21378,221304,480,1,Rural,18,31,1
A12366,Male,No,1,Graduate,No,25812,10255,279501,360,1,Rural,21,48,0
A12367,Male,Yes,0,Graduate,No,73255,4610,170938,300,0,Rural,25,37,0
A12368,Male,Yes,2,Graduate,No,48757,16367,281660,360,1,Rural,11,32,0
A12369,Female,No,0,Not Graduate,No,63789,20177,259548,360,1,Rural,24,25,1
A12370,Female,Yes,0,Graduate,No,61806,31137,302312,360,1,Urban,25,59,1
A12371,Female,Yes,2,Graduate,No,50096,26461,92494,240,1,Urban,27,46,1
A12372,Female,Yes,0,Not Graduate,No,103047,2411,205983,480,1,Semiurban,8,43,1
A12373,Male,Yes,2,Graduate,Yes,93914,13590,287803,240,1,Urban,21,32,1
A12374,Female,No,2,Not Graduate,No,70878,19561,125146,300,1,Semiurban,6,22,1
A12375,Male,No,2,Graduate,Yes,36422,6498,241750,300,1,Semiurban,10,27,0
A12376,Male,Yes,0,Graduate,No,71494,11492,245706,240,1,Rural,4,32,1
A12377,Female,No,0,Graduate,No,23772,21739,256083,180,0,Urban,3,31,0
A12378,Male,Yes,2,Graduate,No,70951,17499,226699,480,1,Rural,16,44,1
A12379,Female,No,2,Graduate,Yes,11658,15017,249408,360,1,Urban,27,41,0
A12380,Female,Yes,0,Graduate,No,45215,8464,234619,180,0,Rural,11,43,0
A12381,Female,Yes,0,Graduate,No,68136,543,294793,360,1,Urban,28,32,1
A12382,Female,Yes,0,Graduate,Yes,55777,11875,142584,240,0,Urban,12,48,0
A12383,Male,Yes,3,Graduate,No,27821,14087,227233,360,1,Semiurban,4,54,0
A12384,Male,Yes,0,Graduate,No,52554,315,297503,360,0,Rural,28,57,0
A12385,Male,Yes,0,Graduate,No,55784,15479,137302,480,0,Semiurban,5,21,0
A12386,Male,No,1,Not Graduate,No,53071,18920,144711,300,0,Urban,13,26,0
A12387,Female,Yes,0,Graduate,No,43890,8080,241949,360,1,Rural,2,24,0
A12388,Female,No,2,Not Graduate,Yes,62826,19034,310567,180,1,Semiurban,14,33,0
A12389,Female,Yes,0,Graduate,Yes,67173,17757,189259,480,0,Semiurban,4,39,0
A12390,Male,Yes,0,Graduate,No,47687,11954,207642,360,1,Urban,4,41,1
A12391,Male,No,0,Graduate,No,72794,10840,229108,300,1,Urban,15,54,1
A12392,Male,Yes,0,Not Graduate,No,47656,11678,161058,240,1,Semiurban,24,45,1
A12393,Male,No,0,Not Graduate,No,42652,6437,375498,360,1,Semiurban,17,43,0
A12394,Female,No,0,Not Graduate,No,70353,18446,126029,360,1,Urban,16,43,1
A12395,Male,Yes,0,Graduate,No,69806,6547,207203,180,1,Rural,10,26,1
A12396,Male,Yes,2,Not Graduate,No,40698,7189,208489,240,1,Urban,2,38,0
A12397,Male,Yes,0,Graduate,No,38521,19972,50000,300,1,Urban,4,23,1
A12398,Female,Yes,3,Graduate,No,76465,12579,132614,360,1,Rural,23,54,1
A12399,Female,Yes,1,Graduate,No,48460,15616,91825,480,1,Urban,23,26,1
A12400,Male,No,0,Graduate,No,50049,0,257622,360,1,Urban,28,54,1
A12401,Male,Yes,0,Graduate,No,46216,9766,64543,180,0,Urban,14,22,0
A12402,Male,Yes,0,Graduate,No,69824,31807,275350,480,1,Urban,27,35,1
A12403,Male,Yes,0,Graduate,No,82162,0,105618,180,1,Rural,27,51,1
A12404,Female,No,0,Graduate,No,51049,32496,276921,360,0,Urban,24,53,0
A12405,Female,Yes,0,Not Graduate,No,86265,17612,88283,300,1,Rural,16,22,1
A12406,Male,Yes,1,Graduate,No,41682,9670,233922,360,1,Semiurban,10,49,0
A12407,Male,Yes,1,Graduate,No,45757,12955,274811,180,1,Rural,23,28,1
A12408,Female,No,0,Graduate,No,60096,27305,245848,240,1,Semiurban,27,24,1
A12409,Male,No,0,Not Graduate,No,37745,0,102310,300,1,Rural,13,21,0
A12410,Female,Yes,1,Not Graduate,No,59903,29154,290381,180,0,Semiurban,23,21,0
A12411,Male,No,0,Graduate,No,42222,17656,243662,300,1,Semiurban,11,49,1
A12412,Male,Yes,2,Graduate,Yes,26838,25122,50000,360,1,Semiurban,7,58,1
A12413,Male,No,1,Not Graduate,No,23862,0,208855,360,1,Semiurban,28,45,1
A12414,Male,Yes,3,Not Graduate,No,45143,12725,426696,300,1,Semiurban,17,38,0
A12415,Female,Yes,0,Graduate,No,56264,0,289318,180,0,Urban,10,32,0
A12416,Male,Yes,3,Graduate,No,29582,26975,160079,300,0,Rural,27,31,0
A12417,Male,Yes,1,Not Graduate,No,52678,5172,243522,360,1,Semiurban,11,25,0
A12418,Male,No,1,Graduate,No,52721,5025,168572,300,1,Semiurban,1,27,1
A12419,Male,Yes,0,Graduate,No,47485,0,281165,300,1,Urban,4,57,1
A12420,Male,No,0,Graduate,No,36106,19443,134863,180,1,Urban,8,55,1
A12421,Male,Yes,2,Graduate,No,53603,15718,296685,360,1,Rural,16,53,0
A12422,Female,Yes,1,Graduate,Yes,47864,7521,273632,360,1,Semiurban,4,29,0
A12423,Male,Yes,0,Not Graduate,No,64726,17631,251409,300,1,Urban,21,37,1
A12424,Male,Yes,0,Graduate,No,30607,7200,365665,360,1,Semiurban,20,23,0
A12425,Female,No,0,Not Graduate,No,51709,0,280467,360,1,Rural,6,37,0
A12426,Male,Yes,1,Not Graduate,No,30922,11362,281726,360,0,Urban,1,59,0
A12427,Female,Yes,1,Graduate,No,46443,31447,290112,360,1,Rural,17,33,0
A12428,Male,Yes,0,Not Graduate,No,33573,24716,257100,480,1,Semiurban,22,23,0
A12429,Female,Yes,0,Graduate,No,36240,19553,237135,300,1,Urban,4,39,1
A12430,Female,No,0,Graduate,No,49942,17440,145818,360,1,Rural,2,57,1
A12431,Female,Yes,0,Graduate,Yes,41515,11366,146917,360,0,Semiurban,10,26,0
A12432,Female,No,0,Graduate,No,72000,22359,234564,360,1,Urban,2,54,1
A12433,Male,Yes,0,Graduate,No,67687,20653,248736,300,1,Urban,2,55,1
A12434,Female,Yes,0,Graduate,No,62071,14168,201425,360,0,Rural,9,59,0
A12435,Male,No,2,Graduate,No,61774,16990,161473,300,1,Semiurban,6,34,1
A12436,Male,Yes,1,Graduate,No,51953,0,189111,240,0,Urban,22,32,0
A12437,Male,Yes,3,Not Graduate,Yes,69571,10197,195773,360,1,Semiurban,3,48,0
A12438,Male,Yes,0,Not Graduate,Yes,45589,3068,222004,360,0,Semiurban,5,59,0
A12439,Male,Yes,2,Graduate,Yes,81790,2878,182227,360,1,Rural,12,22,1
A12440,Male,No,1,Graduate,Yes,35867,19702,293256,300,0,Urban,14,59,0
A12441,Male,Yes,0,Graduate,No,33067,2353,191144,300,1,Semiurban,11,58,1
A12442,Female,No,0,Graduate,No,29075,22680,148534,180,1,Urban,16,45,1
A12443,Female,Yes,1,Not Graduate,No,31687,25320,193536,180,1,Urban,14,47,0
A12444,Male,Yes,2,Not Graduate,Yes,25559,14382,111888,360,0,Rural,24,54,0
A12445,Male,Yes,0,Graduate,No,53211,8944,361065,180,1,Semiurban,2,48,0
A12446,Male,Yes,0,Graduate,Yes,62807,25310,252441,180,1,Urban,6,47,1
A12447,Male,No,1,Graduate,No,50512,20523,198990,300,1,Urban,13,29,1
A12448,Male,Yes,3,Graduate,No,29220,26951,313316,300,0,Rural,26,49,0
A12449,Male,Yes,1,Not Graduate,No,42954,4184,183596,300,1,Semiurban,1,28,0
A12450,Male,No,0,Graduate,Yes,62622,12396,197323,300,0,Semiurban,27,59,0
A12451,Female,No,0,Not Graduate,No,44871,12814,143667,480,1,Rural,8,22,0
A12452,Male,Yes,0,Graduate,Yes,38024,17094,124756,480,0,Rural,10,37,0
A12453,Male,No,2,Graduate,No,27293,21248,216866,180,1,Urban,11,59,1
A12454,Male,Yes,1,Graduate,No,43658,16378,285121,480,1,Semiurban,29,58,1
A12455,Male,Yes,1,Graduate,No,39461,28354,129738,240,1,Urban,6,56,1
A12456,Male,Yes,0,Not Graduate,No,48704,11252,180858,300,1,Semiurban,5,34,0
A12457,Female,Yes,2,Not Graduate,No,57145,4509,183715,360,1,Semiurban,17,43,0
A12458,Male,Yes,1,Not Graduate,No,45762,8343,261723,360,1,Rural,2,21,0
A12459,Male,Yes,3,Graduate,No,52772,7099,165485,180,1,Semiurban,18,21,1
A12460,Female,Yes,1,Not Graduate,No,57080,10440,260249,360,1,Semiurban,11,23,0
A12461,Female,No,2,Graduate,No,31552,12308,257233,360,1,Urban,18,43,0
A12462,Female,No,2,Graduate,Yes,78290,12732,147042,480,0,Urban,5,48,0
A12463,Male,No,0,Graduate,No,38878,17319,176556,480,1,Urban,10,36,1
A12464,Female,Yes,3,Graduate,No,57748,10389,206438,480,1,Urban,11,49,1
A12465,Male,Yes,0,Not Graduate,No,32960,25488,165040,300,1,Rural,1,53,0
A12466,Male,Yes,1,Graduate,No,51652,0,128411,360,1,Rural,9,52,1
A12467,Male,Yes,3,Graduate,No,52200,0,318592,480,0,Rural,12,43,0
A12468,Male,Yes,0,Graduate,No,74886,25013,57388,180,0,Urban,16,53,1
A12469,Male,Yes,1,Graduate,Yes,46510,24227,218624,360,0,Semiurban,15,53,0
A12470,Male,No,1,Graduate,No,69492,27390,309162,180,1,Semiurban,19,58,1
A12471,Female,Yes,1,Graduate,Yes,54356,21367,135543,480,1,Semiurban,2,23,0
A12472,Female,Yes,2,Graduate,No,77781,15025,202108,180,1,Rural,10,54,1
A12473,Female,Yes,1,Graduate,No,23298,12415,272222,360,0,Urban,18,48,0
A12474,Male,Yes,2,Not Graduate,No,57232,0,50000,360,1,Urban,8,28,1
A12475,Female,Yes,0,Graduate,No,10000,16476,195968,300,1,Urban,23,29,1
A12476,Male,Yes,0,Graduate,Yes,49128,632,74216,360,1,Semiurban,7,25,1
A12477,Female,Yes,0,Graduate,No,65314,39661,277067,300,1,Semiurban,0,51,1
A12478,Male,Yes,1,Graduate,Yes,71684,4679,136605,300,1,Urban,17,55,1
A12479,Female,Yes,0,Graduate,No,61079,14245,342756,240,1,Urban,22,55,1
A12480,Male,No,1,Graduate,No,45641,30064,123605,360,1,Semiurban,23,25,1
A12481,Female,No,0,Not Graduate,No,58176,11339,235972,240,1,Urban,14,53,1
A12482,Female,Yes,1,Graduate,No,87745,11407,129889,360,1,Urban,27,33,1
A12483,Male,Yes,0,Not Graduate,No,51130,0,181016,300,0,Urban,29,45,0
A12484,Male,No,1,Graduate,No,64415,1902,199658,360,1,Urban,17,44,1
A12485,Female,Yes,1,Not Graduate,No,43559,20615,202063,300,1,Urban,0,31,0
A12486,Male,Yes,2,Graduate,No,66056,31728,332388,360,1,Semiurban,27,39,1
A12487,Female,Yes,1,Graduate,Yes,63590,6088,314187,240,1,Urban,27,31,0
